URL,Page purpose,Current title,Recommended title,Current meta description,Recommended meta description,Current H1,Recommended H1,Primary search intent,Primary keyword/topic,Indexability,Canonical,Schema,H2/H3 review,Robots / indexability,Open Graph,Images / alt text,Internal links,External links,Duplicate / cannibalization,Content issues,Performance / CWV,Mobile / accessibility,CTA / local SEO,Entity / factual accuracy,Priority,Status,Redirect target,Word count,Issues
/locations/psychiatrist-near-auto-nagar,Local access / directions page for psychiatrist near auto nagar,"Psychiatrist near Auto Nagar, Vijayawada","Psychiatrist near Auto Nagar, Vijayawada","Psychiatric consultation for anxiety, depression, sleep, stress and addiction near Auto Nagar, Vijayawada.","Psychiatric consultation for anxiety, depression, sleep, stress and addiction near Auto Nagar, Vijayawada.","Psychiatrist near Auto Nagar, Vijayawada","Psychiatrist near Auto Nagar, Vijayawada",Local access / directions,"psychiatrist near auto nagar, vijayawada",Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-auto-nagar,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Auto Nagar","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,828,None
/locations/psychiatrist-near-benz-circle,Local access / directions page for psychiatrist near benz circle,"Psychiatrist near Benz Circle, Vijayawada","Psychiatrist near Benz Circle, Vijayawada","Consult Dr. Pamarthi Krishna Das for compassionate psychiatric care near Benz Circle at Krishna Neuro Psychiatric Centre, Suryaraopet, Vijayawada.","Consult Dr. Pamarthi Krishna Das for compassionate psychiatric care near Benz Circle at Krishna Neuro Psychiatric Centre, Suryaraopet, Vijayawada.","Psychiatrist near Benz Circle, Vijayawada","Psychiatrist near Benz Circle, Vijayawada",Local access / directions,"psychiatrist near benz circle, vijayawada",Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-benz-circle,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Benz Circle","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,176 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,828,None
/locations/psychiatrist-near-gannavaram,Local access / directions page for psychiatrist near gannavaram,Psychiatrist near Gannavaram,Psychiatrist near Gannavaram,Plan a psychiatric consultation in Vijayawada from Gannavaram with direct appointment support by phone and WhatsApp.,Plan a psychiatric consultation in Vijayawada from Gannavaram with direct appointment support by phone and WhatsApp.,Psychiatrist near Gannavaram,Psychiatrist near Gannavaram,Local access / directions,psychiatrist near gannavaram,Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-gannavaram,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Gannavaram","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,812,None
/locations/psychiatrist-near-gollapudi,Local access / directions page for psychiatrist near gollapudi,Psychiatrist near Gollapudi,Psychiatrist near Gollapudi,Confidential psychiatric assessment and follow-up for people travelling from Gollapudi to Krishna Neuro Psychiatric Centre.,Confidential psychiatric assessment and follow-up for people travelling from Gollapudi to Krishna Neuro Psychiatric Centre.,Psychiatrist near Gollapudi,Psychiatrist near Gollapudi,Local access / directions,psychiatrist near gollapudi,Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-gollapudi,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Gollapudi","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,814,None
/locations/psychiatrist-near-gunadala,Local access / directions page for psychiatrist near gunadala,Psychiatrist near Gunadala,Psychiatrist near Gunadala,"Compassionate psychiatric care for individuals and families travelling from Gunadala to Suryaraopet, Vijayawada.","Compassionate psychiatric care for individuals and families travelling from Gunadala to Suryaraopet, Vijayawada.",Psychiatrist near Gunadala,Psychiatrist near Gunadala,Local access / directions,psychiatrist near gunadala,Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-gunadala,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Gunadala","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,810,None
/locations/psychiatrist-near-ibrahimpatnam,Local access / directions page for psychiatrist near ibrahimpatnam,"Psychiatrist near Ibrahimpatnam, Andhra Pradesh","Psychiatrist near Ibrahimpatnam, Andhra Pradesh","Psychiatric consultation and family guidance in Vijayawada for people travelling from Ibrahimpatnam, Andhra Pradesh.","Psychiatric consultation and family guidance in Vijayawada for people travelling from Ibrahimpatnam, Andhra Pradesh.","Psychiatrist near Ibrahimpatnam, Andhra Pradesh","Psychiatrist near Ibrahimpatnam, Andhra Pradesh",Local access / directions,"psychiatrist near ibrahimpatnam, andhra pradesh",Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-ibrahimpatnam,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Ibrahimpatnam","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,176 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,823,None
/locations/psychiatrist-near-kanuru,Local access / directions page for psychiatrist near kanuru,Psychiatrist near Kanuru,Psychiatrist near Kanuru,"Warm, medically responsible psychiatric care with Dr. Pamarthi Krishna Das for patients travelling from Kanuru to central Vijayawada.","Warm, medically responsible psychiatric care with Dr. Pamarthi Krishna Das for patients travelling from Kanuru to central Vijayawada.",Psychiatrist near Kanuru,Psychiatrist near Kanuru,Local access / directions,psychiatrist near kanuru,Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-kanuru,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Kanuru","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,809,None
/locations/psychiatrist-near-mangalagiri,Local access / directions page for psychiatrist near mangalagiri,Psychiatrist near Mangalagiri,Psychiatrist near Mangalagiri,Request in-person or clinically suitable teleconsultation guidance with a Consultant Psychiatrist in Vijayawada from Mangalagiri.,Request in-person or clinically suitable teleconsultation guidance with a Consultant Psychiatrist in Vijayawada from Mangalagiri.,Psychiatrist near Mangalagiri,Psychiatrist near Mangalagiri,Local access / directions,psychiatrist near mangalagiri,Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-mangalagiri,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Mangalagiri","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,810,None
/locations/psychiatrist-near-patamata,Local access / directions page for psychiatrist near patamata,"Psychiatrist near Patamata, Vijayawada","Psychiatrist near Patamata, Vijayawada","Request an appointment with Dr. Pamarthi Krishna Das, Consultant Psychiatrist, for adults, children and families travelling from Patamata.","Request an appointment with Dr. Pamarthi Krishna Das, Consultant Psychiatrist, for adults, children and families travelling from Patamata.","Psychiatrist near Patamata, Vijayawada","Psychiatrist near Patamata, Vijayawada",Local access / directions,"psychiatrist near patamata, vijayawada",Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-patamata,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Patamata","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,813,None
/locations/psychiatrist-near-penamaluru,Local access / directions page for psychiatrist near penamaluru,Psychiatrist near Penamaluru,Psychiatrist near Penamaluru,"Book a confidential psychiatric consultation in Vijayawada for adults, children, couples and older adults from Penamaluru.","Book a confidential psychiatric consultation in Vijayawada for adults, children, couples and older adults from Penamaluru.",Psychiatrist near Penamaluru,Psychiatrist near Penamaluru,Local access / directions,psychiatrist near penamaluru,Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-penamaluru,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Penamaluru","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,812,None
/locations/psychiatrist-near-poranki,Local access / directions page for psychiatrist near poranki,Psychiatrist near Poranki,Psychiatrist near Poranki,"Evidence-based, confidential psychiatric consultation in Vijayawada for individuals and families travelling from Poranki.","Evidence-based, confidential psychiatric consultation in Vijayawada for individuals and families travelling from Poranki.",Psychiatrist near Poranki,Psychiatrist near Poranki,Local access / directions,psychiatrist near poranki,Noindex,https://drkrishnadas.netlify.app/locations/psychiatrist-near-poranki,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; FAQPage; Question; Answer; BreadcrumbList; ListItem,"5 H2 / 1 H3 — Plan before you travel | Care for symptoms, function and family understanding. | Choosing the right psychiatrist | Before travelling from Poranki","noindex, nofollow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,823,None
/medical-disclaimer,Branded informational page for medical disclaimer,Medical Disclaimer | Krishna Neuro Psychiatric Centre,Medical Disclaimer | Krishna Neuro Psychiatric Centre,"Understand the educational limits of this website, emergency guidance, medication safety and why online information cannot replace individual medical assessment.","Understand the educational limits of this website, emergency guidance, medication safety and why online information cannot replace individual medical assessment.",Medical Disclaimer,Medical Disclaimer,Branded informational,medical disclaimer,Indexable — included in sitemap,https://drkrishnadas.netlify.app/medical-disclaimer,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; WebPage; BreadcrumbList; ListItem,"5 H2 / 0 H3 — Educational information, not an individual diagnosis | Medication safety | This website is not an emergency service | Outcomes and treatment choices vary","index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,24 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,143 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,640,None
/patient-journey,Branded informational page for patient journey,Your Psychiatry Appointment Journey,Your Psychiatry Appointment Journey,"Know what to expect from booking, first consultation, assessment, diagnosis, personalised treatment, follow-up and long-term wellbeing.","Know what to expect from booking, first consultation, assessment, diagnosis, personalised treatment, follow-up and long-term wellbeing.",A clear journey makes the first step feel lighter.,A clear journey makes the first step feel lighter.,Branded informational,your psychiatry appointment journey,Indexable — included in sitemap,https://drkrishnadas.netlify.app/patient-journey,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; BreadcrumbList; ListItem,12 H2 / 11 H3 — What each stage is designed to do | Book appointment | Initial consultation | Assessment,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,24 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,189 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,857,None
/privacy-policy,Legal / trust page for privacy policy,Privacy Policy | Krishna Neuro Psychiatric Centre,Privacy Policy | Krishna Neuro Psychiatric Centre,"How Krishna Neuro Psychiatric Centre website handles appointment details, analytics choices, WhatsApp links and medical privacy.","How Krishna Neuro Psychiatric Centre website handles appointment details, analytics choices, WhatsApp links and medical privacy.",Privacy policy,Privacy policy,Legal / trust,privacy policy | krishna neuro psychiatric centre,Indexable — included in sitemap,https://drkrishnadas.netlify.app/privacy-policy,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; BreadcrumbList; ListItem,10 H2 / 0 H3 — 1. Information you choose to provide | 2. How appointment requests are delivered | 3. Purpose and lawful handling | 4. Analytics and cookies,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,24 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,136 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,877,None
/psychiatrist-in-vijayawada,Local transactional page for psychiatrist in vijayawada,Psychiatrist in Vijayawada — Dr. Pamarthi Krishna Das,Psychiatrist in Vijayawada — Dr. Pamarthi Krishna Das,"Consult Dr. Pamarthi Krishna Das, MBBS, MD (Psychiatry), for compassionate psychiatric care at Krishna Neuro Psychiatric Centre, Suryaraopet, Vijayawada.","Consult Dr. Pamarthi Krishna Das, MBBS, MD (Psychiatry), for compassionate psychiatric care at Krishna Neuro Psychiatric Centre, Suryaraopet, Vijayawada.","Psychiatric care in Vijayawada, grounded in dignity and evidence.","Psychiatric care in Vijayawada, grounded in dignity and evidence.",Local transactional,psychiatrist in vijayawada — dr. pamarthi krishna das,Indexable — included in sitemap,https://drkrishnadas.netlify.app/psychiatrist-in-vijayawada,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; WebPage; FAQPage; Question; Answer; BreadcrumbList; ListItem,4 H2 / 9 H3 — Medical assessment with a whole-person view. | Plan the visit before starting your journey. | Planning a visit in Vijayawada | A clearer next step can begin with one conversation.,"index, follow",Complete,4 images; 0 missing alt; responsive Next images detected: false,25 internal links; appointment linked,4 external links,No exact duplicate detected in initial pass,No material content issue,193 KB HTML; 4 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,971,None
/psychiatrist-vijayawada,Legacy URL preserving existing SEO equity,Permanent redirect to https://drkrishnadas.netlify.app/psychiatrist-in-vijayawada,Keep permanent redirect to https://drkrishnadas.netlify.app/psychiatrist-in-vijayawada,N/A — redirect,N/A — redirect,N/A — redirect,N/A — redirect,Legacy navigation,psychiatrist vijayawada,Redirect — not indexable,https://drkrishnadas.netlify.app/psychiatrist-in-vijayawada,Inherited from destination,N/A,Permanent 301,Inherited from destination,N/A,Internal links updated to destination,N/A,Consolidated by redirect,None — equity preserved,Redirect only; negligible,Destination audited,Destination audited,Destination audited,NO CHANGE,301,https://drkrishnadas.netlify.app/psychiatrist-in-vijayawada,,
/resources,Branded informational page for resources,Mental Health Resources for Patients & Families,Mental Health Resources for Patients & Families,"Practical mental-health resources for first appointments, sleep, family support, safety planning and crisis help in India.","Practical mental-health resources for first appointments, sleep, family support, safety planning and crisis help in India.",Good information should reduce fear—not create it.,Good information should reduce fear—not create it.,Branded informational,mental health resources for patients & families,Indexable — included in sitemap,https://drkrishnadas.netlify.app/resources,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; BreadcrumbList; ListItem,8 H2 / 3 H3 — Start understanding symptoms | Prepare for an appointment | Support someone you love | Improve the sleep conversation,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,27 internal links; appointment linked,4 external links,No exact duplicate detected in initial pass,No material content issue,169 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,708,None
/services,Branded informational page for services,Psychiatric Services in Vijayawada | Krishna Neuro Psychiatric Centre,Psychiatric Services in Vijayawada | Krishna Neuro Psychiatric Centre,Explore psychiatric consultation and mental-health services available through Krishna Neuro Psychiatric Centre in Vijayawada.,Explore psychiatric consultation and mental-health services available through Krishna Neuro Psychiatric Centre in Vijayawada.,Psychiatric & Mental Health Services in Vijayawada,Psychiatric & Mental Health Services in Vijayawada,Branded informational,psychiatric services in vijayawada | krishna neuro psychiatric centre,Indexable — included in sitemap,https://drkrishnadas.netlify.app/services,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; BreadcrumbList; ListItem,12 H2 / 0 H3 — Psychiatric Consultation | Medication Management | Counselling | Family Counselling,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,36 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,176 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,664,None
/services/child-psychiatry,Service / consultation intent page for child psychiatry,Child & Adolescent Psychiatry in Vijayawada,Child & Adolescent Psychiatry in Vijayawada,"Developmentally informed care for children, teenagers and caregivers. Learn what child & adolescent psychiatry includes at Krishna Neuro Psychiatric Centre in Vijayawada.","Developmentally informed care for children, teenagers and caregivers. Learn what child & adolescent psychiatry includes at Krishna Neuro Psychiatric Centre in Vijayawada.",Child & Adolescent Psychiatry,Child & Adolescent Psychiatry,Service / consultation intent,child & adolescent psychiatry in vijayawada,Indexable — included in sitemap,https://drkrishnadas.netlify.app/services/child-psychiatry,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; BreadcrumbList; ListItem,5 H2 / 4 H3 — What this service can include | May be suitable for | Care begins with the right level of assessment. | Explore related services,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,27 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,166 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,655,None
/services/counselling,Service / consultation intent page for counselling,Counselling in Vijayawada,Counselling in Vijayawada,A structured conversation that builds understanding and practical skills. Learn what counselling includes at Krishna Neuro Psychiatric Centre in Vijayawada.,A structured conversation that builds understanding and practical skills. Learn what counselling includes at Krishna Neuro Psychiatric Centre in Vijayawada.,Counselling,Counselling,Service / consultation intent,counselling in vijayawada,Indexable — included in sitemap,https://drkrishnadas.netlify.app/services/counselling,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; BreadcrumbList; ListItem,5 H2 / 4 H3 — What this service can include | May be suitable for | Care begins with the right level of assessment. | Explore related services,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,27 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,166 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,647,None
/services/de-addiction,Service / consultation intent page for de addiction,De-addiction Care in Vijayawada,De-addiction Care in Vijayawada,"Non-judgemental help for alcohol, tobacco and other substance use. Learn what de-addiction care includes at Krishna Neuro Psychiatric Centre in Vijayawada.","Non-judgemental help for alcohol, tobacco and other substance use. Learn what de-addiction care includes at Krishna Neuro Psychiatric Centre in Vijayawada.",De-addiction Care,De-addiction Care,Service / consultation intent,de-addiction care in vijayawada,Indexable — included in sitemap,https://drkrishnadas.netlify.app/services/de-addiction,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; BreadcrumbList; ListItem,5 H2 / 4 H3 — What this service can include | May be suitable for | Care begins with the right level of assessment. | Explore related services,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,27 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,166 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,649,None
/services/emergency-consultation,Service / consultation intent page for emergency consultation,Urgent Consultation Guidance in Vijayawada,Urgent Consultation Guidance in Vijayawada,Call for same-day availability; immediate danger belongs in emergency care. Learn what urgent consultation guidance includes at Krishna Neuro Psychiatric Centre in Vijayawada.,Call for same-day availability; immediate danger belongs in emergency care. Learn what urgent consultation guidance includes at Krishna Neuro Psychiatric Centre in Vijayawada.,Urgent Consultation Guidance,Urgent Consultation Guidance,Service / consultation intent,urgent consultation guidance in vijayawada,Indexable — included in sitemap,https://drkrishnadas.netlify.app/services/emergency-consultation,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; BreadcrumbList; ListItem,5 H2 / 4 H3 — What this service can include | May be suitable for | Care begins with the right level of assessment. | Explore related services,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,27 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,167 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,671,None
/services/family-counselling,Service / consultation intent page for family counselling,Family Counselling in Vijayawada,Family Counselling in Vijayawada,"Help families understand illness, communicate and support recovery. Learn what family counselling includes at Krishna Neuro Psychiatric Centre in Vijayawada.","Help families understand illness, communicate and support recovery. Learn what family counselling includes at Krishna Neuro Psychiatric Centre in Vijayawada.",Family Counselling,Family Counselling,Service / consultation intent,family counselling in vijayawada,Indexable — included in sitemap,https://drkrishnadas.netlify.app/services/family-counselling,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Service; Place; BreadcrumbList; ListItem,5 H2 / 4 H3 — What this service can include | May be suitable for | Care begins with the right level of assessment. | Explore related services,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,27 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,166 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,639,None
